Dung lượng RAM,Wi-Fi,Loại CPU,4star,Tính năng đặc biệt,3star,Ổ cứng,Bluetooth,old_price,Chất liệu tấm nền,Loại card đồ họa,Khe đọc thẻ nhớ,item_name,Hệ điều hành,2star,Công nghệ màn hình,Công nghệ âm thanh,5star,comment_count,Độ phân giải màn hình,Webcam,Kích thước,Loại RAM,Độ phân giải ,Trọng lượng,Màn hình cảm ứng,Cổng giao tiếp,1star,Chất liệu,url,Kích thước màn hình,Đèn bàn phím,Pin,special_price
8GB,Intel Wi-Fi 6 AX201D2W,Intel® Core™ i7-1065G7 1.30GHz/3.90GHz,0,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng, Bảo mật vân tay",0,512GB M.2 2280 NVMe SSD PCI-e,5,42.490.000,Tấm nền IPS,Intel® Iris® Plus Graphics,Có,Laptop LG gram 2020 17Z90N-V.AH75A5,Windows 10 Home,0,"IPS, WQXGA (2560 x 1600)",DTS X:Ultra Audio,0,12,2560 x 1600 pixels (2K),HD webcam,380.6 x 262.6 x 17.4 mm,DDR4 (On board)3200 MHz,2K (Quad HD),"1,350g",Không,"HDMI, USB 3.0 x 3, Micro-SD UFS, Micro SD, RJ45 Ethernet, DC-In",0,,https://cellphones.com.vn/laptop-lg-gram-17z90n-v-ah75a5-2020-chip-core-i5-1065g7-ram-8gb-ssd-512gb-17inch.html,17 inches,Có,4 cell lithium ion (polymer),33.190.000
8GB,802.11 a / b / g / n / ac,3.0GHz 6-core 8th-generation Intel Core i5 processor,0,Ổ cứng SSD,0,256GB SSD,v4.2,39.990.000,Tấm nền IPS,Radeon Pro 560X with 4GB of GDDR5 memory,Có,Apple imac 21.5 4K 2020 i5 3.0 8GB 256GB Radeon 560X Chính Hãng (MHK33),MacOS,0,Wide color (P3),,0,3,4096 x 2304 pixels (4K Retina),,45.0 x 52.8 x 17.5cm,2666MHz DDR4,Retina,5.48 kg,,"SDXC card slot (UHS-II) jack 3.5mm 4 x USB-A ports 2 x Thunderbolt 3 (USB-C) hỗ trợ: DisplayPort; Thunderbolt (up to 40 Gbps); USB 3.1 Gen 2 (up to 10 Gbps); Thunderbolt 2, HDMI, DVI, and VGA supported using adapters Gigabit Ethernet",0,,https://cellphones.com.vn/imac-21-5-inch-2020-4k-radeon-560x.html,21.5 inches,,,29.000.000
8GB,802.11AC (2x2),AMD Ryzen 7-5700U 1.8GHz up to 4.3GHz 8MB,0,Ổ cứng SSD,0,512GB SSD M.2 PCIE,v4.2,,,AMD Radeon Graphics,Có,Laptop ASUS VivoBook Flip 14 TM420UA-EC024T,Windows 10 Home SL ,0,,Harman/Kardon,0,0,1920 x 1080 pixels (FullHD),HD 720p ,324 x 220 x 18.2 (mm),"DDR4 3200MHz , 1 khe cắm tối đa 20GB",Full HD,1.5 kg,Có,1x USB 3.2 Gen 2 Type-C 1x USB 3.2 Gen 2 Type-A 1x USB 2.0 1x HDMI,0,,https://cellphones.com.vn/laptop-asus-vivobook-flip-14-tm420ua-ec024t.html,14 inches,Có,3 Cells 42WHrs,
16GB,"11ax, 2x2 ","AMD Ryzen™ 7-5800H, 3.2GHz upto 4.4GHz, 8 nhân 16 luồng",0,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",0,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,v5.1,,Tấm nền IPS,NVIDIA® GeForce® GTX 1650 4GB GDDR6,,Laptop Lenovo IdeaPad 5 Pro 16ACH6,Windows 10 Home,0,"350nits, chống chói, 120Hz, 100% sRGB",2 loa,0,0,2560 x 1600 pixel (2K),720p Camera có màn trập,356 x 251 x 16.9 mm,16GB DDR4-3200Mhz,2K (Quad HD),1.9 kg,Không,1x USB 3.2 Gen 1  1x USB 3.2 Gen 1 (Always On)  1x USB-C 3.2 Gen 2  1 x HDMI 1.4b  1x Headphone / microphone combo jack (3.5mm),0,,https://cellphones.com.vn/laptop-lenovo-ideapad-5-pro-16ach6-82l50082vn.html,16 inches,,"4-cell, 75Wh",27.990.000
8GB,"Wi-Fi 802.11ac, Tương thích 802.11a/b/g/n ",AMD Ryzen 5-5500U Processor,0,Ổ cứng SSD,0,256GB PCIe NVMe SSD,v4.1,,, AMD Radeon Graphics,Có,Laptop HP 14S-FQ1066AU 4K0Z6PA,Windows 10 Home SL ,0,,,0,15,1366 x 768 pixels (HD+),,,AM 8GB (2x4GB) DDR4 3200GHz,HD,1.47 kg,Không,"1 x Cổng HDMI 1.4b 2 x Cổng Super Speed USB Type-A 5Gbps 1 x Cổng Super Speed USB Type-C 5Gbps 1 x Cổng âm thanh/microphone 3.5 mm 1 x Cổng SD (Hỗ trợ SD, SDHX, SDXC) 1 x Cổng nguồn",0,Vỏ nhựa,https://cellphones.com.vn/laptop-hp-14s-fq1066au-4k0z6pa.html,14 inches,,3Cell 41Whrs Li-ion,16.990.000
4GB,Wi-Fi 5(802.11ac),"Intel® Core™ i3-1115G4, upto 4.10GHz, 2 cores 4 threads, 6MB Cache",0,"Ổ cứng SSD, Bảo mật vân tay",0,256GB M.2 NVMe™ PCIe® 3.0 SSD,v4.1,13.490.000,Tấm nền IPS, Intel® UHD Graphics,Không,Laptop ASUS VivoBook X415EA-EK675T,Windows 10 Home SL ,0,"Backlit Full HD, 250nits, Anti-Glare, NTSC 45%",SonicMaster,0,46,1920 x 1080 pixels (FullHD),,32.54 x 21.60 x 1.99 cm,"DDR4 3200Mhz, 1 khe cắm hỗ trợ tối đa 20GB",Full HD,1.55 kg,Không,1 x USB 3.2 Gen 1 Type-A 1 x USB 3.2 Gen 1 Type-C 2 x USB 2.0 Type-A 1 x HDMI 1.4 1 x Micro SD card reader 1 x 3.5mm Combo Audio Jack ,0,Vỏ nhựa,https://cellphones.com.vn/laptop-asus-vivobook-x415ea-ek675t.html,14 inches,,"2-cell , 37WHrs",13.290.000
16GB,Intel® WiFi 6 với hiệu năng Gig+ (802.11ax),Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,0,"Ổ cứng SSD, Wi-Fi 6, Xoay gập 360 độ (2 in 1), Màn hình cảm ứng, Viền màn hình siêu mỏng",0,1TB M.2 PCIe® NVMe™ 3.0 x4 ,v5.0,41.990.000,Tấm nền OLED/AMOLED,Intel Iris Xe Graphics,Có,Laptop ASUS ZenBook Flip S UX371EA-HL701TS,Windows 10 Home SL ,0,"100% sRGB, 100% DCI-P3, 60 Hz, độ phân giải 4K",Sonic Master,0,7,3840 x 2160 pixels,"Webcam IR, Windows Hello",30.5 x 21.1 x 1.39 cm,"LPDDR4x 4266MHz, không hỗ trợ nâng cấp",4K (Ultra HD),1.2 kg,Có,2 x Thunderbolt™ 4 USB-C® (lên đến 40 Gbps 1 x USB 3.2 thế hệ 1 Type-A (lên đến 5 Gbps) 1 x HDMI,0,Vỏ kim loại,https://cellphones.com.vn/laptop-asus-zenbook-flip-s-ux371ea-hl701ts.html,13.3 inches,Có,4 Cell,40.990.000
4GB,802.11 ac,"Intel Core i3-1005G1, tốc độ 1.20 GHz tối đa lên đến 3.40 GHz",0,"Ổ cứng SSD, Bảo mật vân tay",0,512GB SSD PCIe (M.2 2280),Bluetooth 5.0,14.990.000,Tấm nền IPS,Intel UHD Graphics,Có,Laptop HP 340s G7 224L1PA,Windows 10 Home SL,0,Màn hình chống chói,,0,13,1920 x 1080 pixels (FullHD),,32.4 x 22.5 x 1.79 cm,"DDR4 2666MHz, 2 khe RAM",Full HD,1.363 kg,Không,"1 cổng USB 3.1 Gen 1 Type-C 2 cổng USB 3.1 Gen 1 Type-A 1 cổng Headphone/Microphone combo jack, SD-card reader",0,,https://cellphones.com.vn/laptop-hp-340s-g7-224l1pa.html,14 inches,,3 Cell (41.7Wh),13.590.000
16GB,WiFi 6 (802.11ax),"Intel® Core i7-1165G7 upto 4.70GHz, 4 nhan 8 luồng 12MB Cache",0,"Ổ cứng SSD, Wi-Fi 6",0,1TB SSD PCIE G3X4,v5.0,37.990.000,Tấm nền IPS,Intel Iris Xe Graphics,,Laptop ASUS ExpertBook B9400CEA-KC0790T,Windows 10 Home SL ,0,"Màn hình chống loá, 100% sRGB, 72% NTSC, 400nits",2 Loa,0,2,1920 x 1080 pixels (FullHD),"HD 720p	",320 x 203 x 14.9 (mm),"LPDDR4x 4266MHz, không hỗ trợ nâng cấp",Full HD,0.995 kg,Không,"2x Thunderbolt™ 4 USB-C® (up to 40 Gbps, DisplayPort and power delivery support) 1x USB 3.2 Gen 2 Type-A 1x HDMI 1x Audio combo jack",0,,https://cellphones.com.vn/laptop-asus-expertbook-b9400cea-kc0790t.html,14 inches,Có," 4 Cell, 66WHr",36.990.000
32GB,Intel Wi-Fi 6(Gig+)(802.11ax)(2x2),AMD Ryzen 9 5980HX 3.3GHz up to 4.8GHz 16MB,0,"Công nghệ Intel Gaming, Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",0,1TB M.2 NVMe PCIe 3.0 Performance (Còn trống 1 khe SSD M.2 PCIE/Sata3),v5.1,84.990.000,Tấm nền IPS,NVIDIA GeForce RTX 3070 8GB GDDR6 With ROG Boost up to 1660MHz at 115W (130W with Dynamic Boost),Có,Laptop ASUS Zephyrus Duo 15 SE GX551QR-HB120T,Windows 10 Home SL ,0,"Tần số quét 120Hz, màn hình chống loá, 132.7% sRGB, 100% Adobe RGB, FreeSync  Màn hình phụ: Có cảm ứng 14.1” 4K (3840 x 1100) 32:9, 60Hz",Dolby Atmos,0,0,3840 x 2160 pixels,Không hỗ trợ,36.0 x 26.8 x 2.09 (cm),DDR4 3200MHz 1 khe cắm tối đa 32GB,4K (Ultra HD),2.48 kg,,1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery 3x USB 3.2 Gen 2 Type-A 1x HDMI 2.0b 1x RJ45 LAN port 1x 3.5mm Combo Audio Jack,0,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-duo-15-se-gx551qr-hb120t.html,15.6 inches,Có,4 Cell 90WHr,80.990.000
4GB, WiFi 802.11ac, Intel Pentium Silver N5030,0,Ổ cứng SSD,0,SSD 256GB,Bluetooth 4.2,,,Intel UHD Graphics 605,,Laptop Acer Aspire 3 A315-34-P26U NX.HE3SV.00H, Windows 10 Home 64-bit,0,"LCDAcer, ComfyView", Stereo speakers,0,4,1366 x 768 pixels (HD+), VGA Webcam,36.34 x 24.75 x 1.99 cm,DDR4 (On board +1 khe) 2666 MHz,HD,1.7kg,Không,1 x USB 3.1 2 x USB 2.0 1 x LAN 1 Gb/s 1 x HDMI,0,Vỏ nhựa,https://cellphones.com.vn/laptop-acer-aspire-3-a315-pentium-n5030.html,15.6 inches,Không," 2 cell 36 Wh , Pin liền",
4GB,Wi-Fi 6: 802.11ax,10th Gen Intel Core i5 processor – 1035G1,0,"Ổ cứng SSD, Wi-Fi 6, Màn hình cảm ứng, Viền màn hình siêu mỏng, Bảo mật vân tay",0,64GB,5,16.990.000,Tấm nền IPS,Intel UHD Graphics,,Surface Laptop Go 12.4,Windows 10 Home in S mode,0,"Công nghệ màn hình PixelSense, cảm ứng đa điểm","Mics Studio trường xa kép, Loa Omnisonic với Dolby® Audio ™",0,21,1536 x 1024 pixels,"Camera 720p, khẩu độ f2.0",278.18 mm x 205.67 mm x 15.69 mm,LPDDR4x,Full HD,"1,110 g",Có,1 cổng USB-C  1 cổng USB-A  1 cổng 3.5 mm headphone jack  1 cổng Surface Connect port,0,,https://cellphones.com.vn/surface-laptop-go-21k-00019.html,12.4 inches,,Lên đến 13 giờ (Tùy vào nhu cầu sử dụng),14.990.000
16GB,"Intel Wireless-AX201 (802.11ax, 2x2, Dual Band, BT Combo)","Intel Core™ i7-1165G7, tốc độ 2.80GHz tối đa 4.70GHz, 4 nhân 8 luồng, 12MB bộ nhớ đệm",0,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng, Bảo mật vân tay",0,256GB SSD PCIe NVMe M.2,v5.1,44.900.000,Tấm nền IPS,Intel Iris Xe Graphics,Có,Laptop LG Gram 2021 17ZD90P-G.AX71A5 17 inch,Non-OS,0,99% DCI-P3,HD Audio: DTS:X Ultra,0,8,2560 x 1600 pixels (2K),HD Webcam,380.2 x 260.1 x 17.8mm,"LPDDR4x 4266MHz, không hỗ trợ nâng cấp",2K (Quad HD),1.35kg,Không,2 x USB 3.2 Gen2 2 x USB Type-C Thunderbolt 4 1 x HDMI,0,Vỏ kim loại,https://cellphones.com.vn/laptop-lg-gram-17-2021-ssd-256gb-free-os.html,17 inches,,80WHrs 10.336mAh,41.400.000
16GB,"Intel Wireless-AX201 (802.11ax, 2x2, Dual Band, BT Combo)","Intel Core™ i7-1165G7, tốc độ 2.80GHz tối đa 4.70GHz, 4 nhân 8 luồng, 12MB bộ nhớ đệm",0,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",0,512GB SSD PCIe NVMe M.2,v5.1,52.900.000,Tấm nền IPS,Intel Iris Xe Graphics,Có,Laptop LG Gram 2021 17Z90P-G.AH76A5 17 inch,Windows 10 Home SL,0,99% DCI-P3,Hệ thống âm thanh vòm DTS: X Ultra với Stereo Speaker (1.5W x 2),0,3,2560 x 1600 pixels (2K),HD Webcam: Dual Mic,380.2 x 260.1 x 17.8mm,"LPDDR4x 4266MHz, không hỗ trợ nâng cấp",2K (Quad HD),1.35kg,Không,2 x USB 3.2 Gen2 2 x USB Type-C Thunderbolt 4 1 x HDMI,0,,https://cellphones.com.vn/laptop-lg-gram-17-2021-ssd-512gb.html,17 inches,,80WHrs 10.336mAh,50.640.000
16GB,"Intel Wireless-AX201 (802.11ax, 2x2, Dual Band, BT Combo)","Intel Core™ i7-1165G7, tốc độ 2.80GHz tối đa 4.70GHz, 4 nhân 8 luồng, 12MB bộ nhớ đệm",0,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng, Bảo mật vân tay",0,1TB SSD PCIe NVMe M.2,v5.1,54.900.000,Tấm nền IPS,Intel Iris Xe Graphics,Có,Laptop LG Gram 2021 17Z90P-G.AH78A5 17 inch,Windows 10 Home SL,0,99% DCI-P3,DTS X:Ultra Audio,0,6,2560 x 1600 pixels (2K), HD webcam,380.2 x 260.1 x 17.8mm,"LPDDR4x 4266MHz, không hỗ trợ nâng cấp",2K (Quad HD),1.35kg,Không,2 x USB 3.2 Gen2 2 x USB Type-C Thunderbolt 4 1 x HDMI,0,Vỏ kim loại,https://cellphones.com.vn/laptop-lg-gram-17-2021.html,17 inches,Có,80WHrs 10.336mAh,51.400.000
8GB,802.11ac,Intel Core i5 1135G7 (2.4Ghz/8MB cache),0,Ổ cứng SSD,0,512GB PCIe NVMe SSD (Up to 2TB M2 2280; up to 512MB M2 2230),,,Tấm nền VA,Intel(R) Iris® Xe Graphics,Có,Laptop Dell Inspiron N5402A,Windows 10 Home SL ,0,Màn hình chống loá,2 Loa,0,3,1920 x 1080 pixels (FullHD),"HD 720p	",16.74 x 321.3 x 216.15 mm ,"DDR4 3200Mhz, 2 khe cắm tối đa 32GB",Full HD,1.4Kg,Không,2 x USB 3.2 Gen 1 port 1 x USB 3.2 Gen 2 Type-C™ (DP/PowerDelivery) 1 x Headset (headphone and microphone combo) port 1 x HDMI 1.4 port 1 x Power-adapter port,0,,https://cellphones.com.vn/laptop-dell-inspiron-n5402a.html,14 inches,,4 cell 53Wh,
8GB,802.11 ax,"AMD Ryzen™ 5 5600U (2.3 GHz base clock, up to 4.2 GHz maz boost clock, 16 MB L3 cache, 6 cores) 1",0,"Ổ cứng SSD, Wi-Fi 6",0,512GB SSD PCIe (M.2 2280),v5.0,21.890.000,Tấm nền IPS,AMD Radeon™ Graphics,Có,Laptop HP Probook 445 G8 3G0R5PA,Windows 10 Home SL ,0,Màn hình chống loá,Realtek High Definition Audio,0,5,1920 x 1080 pixels (FullHD),HD 720p ,"32.19 x 21.39 x 1.99 cm (W x D x H)	","DDR4 3200MHz, 2 khe",Full HD,1.38 kg,Không,1 x USB 3.1 Gen 1 Type-A (supports power port) 2 x USB 3.1 Gen 1 Type-A (one port supports charging) 1 x USB 3.1 Gen 1 Type-C (supports DisplayPort) 1 x HDMI 1 x RJ-45 1 x Headphone/Microphone combo audio jack,0,Vỏ nhựa,https://cellphones.com.vn/laptop-hp-probook-445-g8-3g0r5pa.html,14 inches,Có,3 Cell Int (45Wh),20.590.000
8GB,Intel® Wi-Fi 6 AX 201 (2x2),AMD Ryzen 5 5600H 3.3GHz up to 4.2GHz 16MB,0,"Ổ cứng SSD, Wi-Fi 6",0,512GB SSD M.2 PCIE,v5.0,22.990.000,Tấm nền IPS,NVIDIA GeForce GTX 1650 4GB GDDR6,Có,Laptop HP Gaming Victus 16-E0177AX 4R0U9PA,Windows 10 Home SL ,0,"Tần số quét 144Hz, màn hình chống loá","B&O PLAY, 2 loa, HP Audio Boost",1,43,1920 x 1080 pixels (FullHD),HD 720P,"37 x 26 x 2,35 cm","8GB (4GBx2) DDR4 3200MHz, 2 khe cắm tối đa 32GB",Full HD,2.46 kg,Không,"1x SuperSpeed USB Type-C 5Gbps signaling rate (DisplayPort™ 1.4, HP Sleep and Charge) 1x SuperSpeed USB Type-A 5Gbps signaling rate  2x SuperSpeed USB Type-A 5Gbps 1x HDMI 2.1 1x RJ-45",0,,https://cellphones.com.vn/laptop-hp-victus-16-e0177ax-4r0u9pa.html,16.1 inches,,4 Cell 70WHr,22.690.000
8GB,802.11 AX,Intel Core i5-1155G7 2.5GHz up to 4.5GHz 8MB,1,"Ổ cứng SSD, Wi-Fi 6",0,512GB PCIe NVMe™ M.2 SSD (2 slots),v5.1,18.990.000,Tấm nền IPS,Intel Iris Xe Graphics,Có,Laptop MSI Modern 15 A11M,Windows 10 Home SL ,0,,2x 2W Speaker,0,105,1920 x 1080 pixels (FullHD),HD type (30fps@720p),356.8 x 233.75 x 16.9 (mm),"DDR4 3200MHz, 2 khe cắm tối đa 64GB",Full HD,1.6 kg,Không,1x Type-C USB 3.2 Gen1 2x Type-A USB 3.2 Gen2 1x Type-A USB 2.0 1x Mic-in/Headphone-out Combo Jack 1x (4K @ 60Hz) HDMI,0,Vỏ nhựa,https://cellphones.com.vn/laptop-msi-modern-15-a11m-684vn.html,15.6 inches,Có,3 Cell 52WHr,18.190.000
8GB,Intel Wi-Fi 6 AX201(2*2 ax),AMD Ryzen 7 5800H,0,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",0, 512GB SSD NVMe M.2 PCIe Gen 3 x 4,v5.0,24.990.000,Tấm nền IPS,Radeon RX5500M 4GB,Có,Laptop MSI Gaming Bravo 15 B5DD-028VN,Windows 10 Home SL,0,Tần số quét 144Hz,"2 loa, Realtek High Definition Audio",1,73,1920 x 1080 pixels (FullHD),720p FaceTime HD camera,359 x 254 x 21.7 mm,"DDR4 3200MHz (1 x 8GB), 2 khe cắm hỗ trợ tối đa 32GB",Full HD,1.9 kg,Không,1x (4K @ 30Hz) HDMI 1x RJ45 1x Type-C USB3.2 Gen1 3x Type-A USB3.2 Gen1,0,,https://cellphones.com.vn/laptop-msi-bravo-15-b5dd-028vn.html,15.6 inches,Có,3 Cell,23.990.000
8GB, Intel Wi-Fi 6 AX201(2*2 ax),AMD Ryzen 5 5600H,0,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",0,512GB SSD NVMe M.2 PCIe Gen 3 x 4,v5.0,21.990.000,Tấm nền IPS,Radeon RX5500M 4GB,Có,Laptop MSI Gaming Bravo 15 B5DD-027VN,Windows 10 Home SL,0,Tần số quét 144Hz,"2 loa, Realtek High Definition Audio",2,171,1920 x 1080 pixels (FullHD),720p FaceTime HD camera,359 x 254 x 21.7 mm,"DDR4 3200MHz (1 x 8GB), 2 khe cắm, hỗ trợ tối đa 32GB",Full HD,1.9 kg,Không,1x (4K @ 30Hz) HDMI 1x RJ45 1x Type-C USB3.2 Gen1 3x Type-A USB3.2 Gen1,0,Vỏ nhựa,https://cellphones.com.vn/laptop-msi-bravo-15-b5dd-027vn.html,15.6 inches,Có,3 Cell,21.190.000
8GB,Intel Wi-Fi 6 AX201(2*2 ax),AMD Ryzen 5 – 4600H,2,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",1,"256GB SSD NVMe M.2 PCIe Gen 3×2, 1 slot SSD NVMe M.2 PCIe Gen3 X4 hoặc M.2 SATA II",v5.0,19.490.000,,Radeon RX5300M 3GB,Có,Laptop MSI Gaming BRAVO 15 A4DCR-270VN,Windows 10 Home SL,0,"15.6"" FullHD (1920 x 1080). 144Hz, IPS Panel", Loa,4,255,1920 x 1080 pixels (FullHD),720p FaceTime HD camera,359 x 254 x 21.7 mm,"DDR4 3200Mhz, 2 khe cắm, hỗ trợ tối đa 32GB",Full HD,1.8 kg,Không,"1x (4K @ 30Hz) HDMI, 1x RJ45, 1x Type-C USB3.2 Gen1, 3x Type-A USB3.2 Gen1",0,,https://cellphones.com.vn/laptop-msi-gaming-bravo-15-a4dcr.html,15.6 inches,Có,3 Cell,19.090.000
8GB,Intel Wi-Fi 6 AX201(2*2 ax),Core i5-1135G7,0,"Ổ cứng SSD, Wi-Fi 6, Màn hình cảm ứng, Viền màn hình siêu mỏng",0,128GB SSD,v5.0,31.590.000,Tấm nền IPS,Intel Iris X Graphics,Có,Surface Pro 7 Plus Core i5 / 8GB / 128GB Chính Hãng,Windows 10 Pro,0,"IPS Glossy, 60 Hz, 395 nits","Dolby Audio, 2 loa",1,29,2736 x 1824 pixels,"Camera trước: 5.0MP, 1080p full HD  Camera sau: 8.0MP, 1080p full HD",292 mm x 201 mm x 8.5 mm,"LPDDR4x, Không hỗ trợ nâng cấp",2K (Quad HD),770g,Có,1 x USB-C 1 x full-size USB-A 3.5mm headphone jack 1 x Surface Connect port MicroSDXC card reader (Wi-Fi),0,,https://cellphones.com.vn/surface-pro-7-plus.html,12.3 inches,,4 Cell,24.990.000
16GB,Wi-Fi 6: IEEE 802.11 a/b/g/n/ac/ax compatible,10th Gen Intel® Core™ i7-1065G7,0,"Ổ cứng SSD, Wi-Fi 6, Xoay gập 360 độ (2 in 1), Màn hình cảm ứng, Nhận diện khuôn mặt",0,256GB BGA PCIe SSD,Bluetooth Wireless 5.0 technology,45.990.000,Tấm nền IPS,Intel® Iris® Plus Graphics,,Surface Pro 7 Core i7 / 16GB / 256GB Chính Hãng,Windows 10 Home,0,"PixelSense™ Display , Aspect ratio: 3:2, 60 Hz, 395 nits, 95% sRGB","Dolby Audio, 2 loa",0,16,2736 x 1824 pixels,"Camera trước: 5.0MP, 1080p full HD  Camera sau: 8.0MP, 1080p full HD",292 mm x 201 mm x 8.5 mm,LPDDR4X 3733 MHz,,776 g,Có,1 x Surface Connect 1 x Headset jack  1 x Cover port,0,,https://cellphones.com.vn/surface-laptop-pro-7-core-i7-ram-16gb-ssd-256gb-12-3inch.html,12.3 inches,Không,"43.2 Wh, 60W power supply with USB-A (5W) (65W total) , Supports Fast Charge (0-80% in just over one hour)",33.810.000
8GB,Wi-Fi 6: IEEE 802.11 a/b/g/n/ac/ax compatible,10th Gen Intel® Core™ i5-1035G4,1,"Ổ cứng SSD, Wi-Fi 6, Xoay gập 360 độ (2 in 1), Màn hình cảm ứng, Nhận diện khuôn mặt",0,256GB BGA PCIe SSD,Bluetooth Wireless 5.0 technology,29.990.000,Tấm nền IPS,Intel® Iris® Plus Graphics,,Surface Pro 7 Core i5 / 8GB / 256GB Chính Hãng,Windows 10 Home,0,"PixelSense™ Display , Aspect ratio: 3:2","Dolby Audio, 2 loa",0,36,2736 x 1824 pixels,"Camera trước: 5.0MP, 1080p full HD  Camera sau: 8.0MP, 1080p full HD ",292 mm x 201 mm x 8.5 mm,,,776 g,Có,1 x Surface Connect 1 x Headset jack  1 x Cover port,0,,https://cellphones.com.vn/surface-laptop-pro-7-core-i5-ram-8gb-ssd-256gb-12-3inch.html,12.3 inches,,"43.2 Wh, 60W power supply with USB-A (5W) (65W total) , Supports Fast Charge (0-80% in just over one hour)",24.990.000
4GB,Wi-Fi 6: IEEE 802.11 a/b/g/n/ac/ax compatible,10th Gen Intel® Core™ i3-1005G1,0,"Ổ cứng SSD, Wi-Fi 6, Xoay gập 360 độ (2 in 1), Màn hình cảm ứng, Viền màn hình siêu mỏng, Nhận diện khuôn mặt",0,128GB BGA PCIe SSD,Bluetooth Wireless 5.0 technology,18.990.000,,"Intel® UHD Graphics, 300 MHz to 900 MHz, 32 Execution Units",,Surface Pro 7 Core i3 / 4GB / 128GB Chính Hãng,"PixelSense™ Display , Aspect ratio: 3:2",0,"PixelSense™ Display , Aspect ratio: 3:2",,2,49,2736 x 1824 pixels,,292 mm x 201 mm x 8.5 mm,,,775 g,Có,1 x Surface Connect 1 x Headset jack  1 x Cover port,0,Vỏ kim loại,https://cellphones.com.vn/surface-laptop-pro-7-core-i3-ram-4gb-ssd-128gb-12-3inch.html,12.3 inches,,"43.2 Wh, 60W power supply with USB-A (5W) (65W total) , Supports Fast Charge (0-80% in just over one hour)",15.990.000
8GB,Wi-Fi 6: IEEE 802.11 a/b/g/n/ac/ax compatible,10th Gen Intel® Core™ i5-1035G4,0,"Ổ cứng SSD, Wi-Fi 6, Xoay gập 360 độ (2 in 1), Màn hình cảm ứng, Viền màn hình siêu mỏng, Nhận diện khuôn mặt",1,128GB BGA PCIe SSD,Bluetooth Wireless 5.0 technology,23.990.000,Tấm nền IPS,Intel® Iris® Plus Graphics,,Surface Pro 7 Core i5 / 8GB / 128GB Chính Hãng,Windows 10 Home,0,"PixelSense™ Display , Aspect ratio: 3:2","Dolby Audio, 2 Loa",2,123,2736 x 1824 pixels,"Camera trước: 5.0MP, 1080p Full HD video  Camera sau: 8.0MP, 1080p full HD",292 mm x 201 mm x 8.5 mm,LPDDR4X 3733 MHz,,776 g,Có,1 x Surface Connect 1 x Headset jack  1 x Cover port,0,Vỏ kim loại,https://cellphones.com.vn/surface-laptop-pro-7-core-i5-ram-8gb-ssd-128gb-12-3inch.html,12.3 inches,,"43.2 Wh, 60W power supply with USB-A (5W) (65W total) , Supports Fast Charge (0-80% in just over one hour)",20.990.000
8GB,Wi-Fi 5(802.11ac),"11th Generation Intel Core i5-1135G7 Tiger Lake 10nm (2.40GHz Up to 4.20 GHz, 4 Cores, 8 Threads, 8MB Cache)",0,Ổ cứng SSD,0,512GB PCIe Nvme Gen 3*2,v4.1,17.690.000,Tấm nền TN,Intel Iris Xe Graphics,Có,Laptop ASUS VivoBook X515EA-EJ1046T,Windows 10 Home SL ,0,Màn hình chống lóa,2 Loa,0,66,1920 x 1080 pixels (FullHD),VGA camera,36.00 x 23.50 x 1.99 ~ 1.99 cm,"4GB onboard + 4GB (1 khe rời), tối đa 20GB",Full HD,1.80 kg,Không,1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x Headphone out 1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-A 1x USB 3.2 Gen 1 Type-C,0,Vỏ nhựa,https://cellphones.com.vn/laptop-asus-vivobook-x515ea-ej1046t.html,15.6 inches,Không,2 Cells 37Whrs,17.590.000
